TrainNo,StartingStationCode,DepartureTime,ArrivingStationCode,ArrivalTime,EdgeWeight
12623,ERN,Mon 6:50,KTYM,Mon 7:56,66
12623,KTYM,Mon 7:59,KYJ,Mon 9:14,75
12623,KYJ,Mon 9:16,QLN,Mon 9:59,43
12623,QLN,Mon 10:02,TVC,Mon 11:20,78
12623,ED,Tue 0:55,PGT,Tue 3:52,177
12623,PGT,Tue 4:02,TCR,Tue 5:19,77
12623,TCR,Tue 5:22,ERN,Tue 6:45,83
12623,ERN,Tue 6:50,KTYM,Tue 7:56,66
12623,KTYM,Tue 7:59,KYJ,Tue 9:14,75
12623,KYJ,Tue 9:16,QLN,Tue 9:59,43
12623,QLN,Tue 10:02,TVC,Tue 11:20,78
12623,ED,Wed 0:55,PGT,Wed 3:52,177
12623,PGT,Wed 4:02,TCR,Wed 5:19,77
12623,TCR,Wed 5:22,ERN,Wed 6:45,83
12623,ERN,Wed 6:50,KTYM,Wed 7:56,66
12623,KTYM,Wed 7:59,KYJ,Wed 9:14,75
12623,KYJ,Wed 9:16,QLN,Wed 9:59,43
12623,QLN,Wed 10:02,TVC,Wed 11:20,78
12623,ED,Thu 0:55,PGT,Thu 3:52,177
12623,PGT,Thu 4:02,TCR,Thu 5:19,77
12623,TCR,Thu 5:22,ERN,Thu 6:45,83
12623,ERN,Thu 6:50,KTYM,Thu 7:56,66
12623,KTYM,Thu 7:59,KYJ,Thu 9:14,75
12623,KYJ,Thu 9:16,QLN,Thu 9:59,43
12623,QLN,Thu 10:02,TVC,Thu 11:20,78
12623,ED,Fri 0:55,PGT,Fri 3:52,177
12623,PGT,Fri 4:02,TCR,Fri 5:19,77
12623,TCR,Fri 5:22,ERN,Fri 6:45,83
12623,ERN,Fri 6:50,KTYM,Fri 7:56,66
12623,KTYM,Fri 7:59,KYJ,Fri 9:14,75
12623,KYJ,Fri 9:16,QLN,Fri 9:59,43
12623,QLN,Fri 10:02,TVC,Fri 11:20,78
12623,ED,Sat 0:55,PGT,Sat 3:52,177
12623,PGT,Sat 4:02,TCR,Sat 5:19,77
12623,TCR,Sat 5:22,ERN,Sat 6:45,83
12623,ERN,Sat 6:50,KTYM,Sat 7:56,66
12623,KTYM,Sat 7:59,KYJ,Sat 9:14,75
12623,KYJ,Sat 9:16,QLN,Sat 9:59,43
12623,QLN,Sat 10:02,TVC,Sat 11:20,78
12623,ED,Sun 0:55,PGT,Sun 3:52,177
12623,PGT,Sun 4:02,TCR,Sun 5:19,77
12623,TCR,Sun 5:22,ERN,Sun 6:45,83
12623,ERN,Sun 6:50,KTYM,Sun 7:56,66
12623,KTYM,Sun 7:59,KYJ,Sun 9:14,75
12623,KYJ,Sun 9:16,QLN,Sun 9:59,43
12623,QLN,Sun 10:02,TVC,Sun 11:20,78
12624,TVC,Sun 15:00,QLN,Sun 16:07,67
12624,QLN,Sun 16:10,KYJ,Sun 16:50,40
12624,KYJ,Sun 16:52,KTYM,Sun 18:00,68
12624,KTYM,Sun 18:03,ERN,Sun 19:25,82
12624,ERN,Sun 19:30,TCR,Sun 20:51,81
12624,TCR,Sun 20:54,PGT,Sun 22:31,97
12624,PGT,Sun 22:41,ED,Mon 1:35,174
12624,TVC,Mon 15:00,QLN,Mon 16:07,67
12624,QLN,Mon 16:10,KYJ,Mon 16:50,40
12624,KYJ,Mon 16:52,KTYM,Mon 18:00,68
12624,KTYM,Mon 18:03,ERN,Mon 19:25,82
12624,ERN,Mon 19:30,TCR,Mon 20:51,81
12624,TCR,Mon 20:54,PGT,Mon 22:31,97
12624,PGT,Mon 22:41,ED,Tue 1:35,174
12624,TVC,Tue 15:00,QLN,Tue 16:07,67
12624,QLN,Tue 16:10,KYJ,Tue 16:50,40
12624,KYJ,Tue 16:52,KTYM,Tue 18:00,68
12624,KTYM,Tue 18:03,ERN,Tue 19:25,82
12624,ERN,Tue 19:30,TCR,Tue 20:51,81
12624,TCR,Tue 20:54,PGT,Tue 22:31,97
12624,PGT,Tue 22:41,ED,Wed 1:35,174
12624,TVC,Wed 15:00,QLN,Wed 16:07,67
12624,QLN,Wed 16:10,KYJ,Wed 16:50,40
12624,KYJ,Wed 16:52,KTYM,Wed 18:00,68
12624,KTYM,Wed 18:03,ERN,Wed 19:25,82
12624,ERN,Wed 19:30,TCR,Wed 20:51,81
12624,TCR,Wed 20:54,PGT,Wed 22:31,97
12624,PGT,Wed 22:41,ED,Thu 1:35,174
12624,TVC,Thu 15:00,QLN,Thu 16:07,67
12624,QLN,Thu 16:10,KYJ,Thu 16:50,40
12624,KYJ,Thu 16:52,KTYM,Thu 18:00,68
12624,KTYM,Thu 18:03,ERN,Thu 19:25,82
12624,ERN,Thu 19:30,TCR,Thu 20:51,81
12624,TCR,Thu 20:54,PGT,Thu 22:31,97
12624,PGT,Thu 22:41,ED,Fri 1:35,174
12624,TVC,Fri 15:00,QLN,Fri 16:07,67
12624,QLN,Fri 16:10,KYJ,Fri 16:50,40
12624,KYJ,Fri 16:52,KTYM,Fri 18:00,68
12624,KTYM,Fri 18:03,ERN,Fri 19:25,82
12624,ERN,Fri 19:30,TCR,Fri 20:51,81
12624,TCR,Fri 20:54,PGT,Fri 22:31,97
12624,PGT,Fri 22:41,ED,Sat 1:35,174
12624,TVC,Sat 15:00,QLN,Sat 16:07,67
12624,QLN,Sat 16:10,KYJ,Sat 16:50,40
12624,KYJ,Sat 16:52,KTYM,Sat 18:00,68
12624,KTYM,Sat 18:03,ERN,Sat 19:25,82
12624,ERN,Sat 19:30,TCR,Sat 20:51,81
12624,TCR,Sat 20:54,PGT,Sat 22:31,97
12624,PGT,Sat 22:41,ED,Sun 1:35,174
12625,TVC,Sun 12:15,QLN,Sun 13:17,62
12625,QLN,Sun 13:20,KYJ,Sun 13:53,33
12625,KYJ,Sun 13:55,KTYM,Sun 15:02,67
12625,KTYM,Sun 15:07,ERN,Sun 16:07,60
12625,ERN,Sun 16:12,TCR,Sun 17:27,75
12625,TCR,Sun 17:30,PGT,Sun 19:35,125
12625,PGT,Sun 19:45,ED,Sun 22:40,175
12625,TVC,Mon 12:15,QLN,Mon 13:17,62
12625,QLN,Mon 13:20,KYJ,Mon 13:53,33
12625,KYJ,Mon 13:55,KTYM,Mon 15:02,67
12625,KTYM,Mon 15:07,ERN,Mon 16:07,60
12625,ERN,Mon 16:12,TCR,Mon 17:27,75
12625,TCR,Mon 17:30,PGT,Mon 19:35,125
12625,PGT,Mon 19:45,ED,Mon 22:40,175
12625,TVC,Tue 12:15,QLN,Tue 13:17,62
12625,QLN,Tue 13:20,KYJ,Tue 13:53,33
12625,KYJ,Tue 13:55,KTYM,Tue 15:02,67
12625,KTYM,Tue 15:07,ERN,Tue 16:07,60
12625,ERN,Tue 16:12,TCR,Tue 17:27,75
12625,TCR,Tue 17:30,PGT,Tue 19:35,125
12625,PGT,Tue 19:45,ED,Tue 22:40,175
12625,TVC,Wed 12:15,QLN,Wed 13:17,62
12625,QLN,Wed 13:20,KYJ,Wed 13:53,33
12625,KYJ,Wed 13:55,KTYM,Wed 15:02,67
12625,KTYM,Wed 15:07,ERN,Wed 16:07,60
12625,ERN,Wed 16:12,TCR,Wed 17:27,75
12625,TCR,Wed 17:30,PGT,Wed 19:35,125
12625,PGT,Wed 19:45,ED,Wed 22:40,175
12625,TVC,Thu 12:15,QLN,Thu 13:17,62
12625,QLN,Thu 13:20,KYJ,Thu 13:53,33
12625,KYJ,Thu 13:55,KTYM,Thu 15:02,67
12625,KTYM,Thu 15:07,ERN,Thu 16:07,60
12625,ERN,Thu 16:12,TCR,Thu 17:27,75
12625,TCR,Thu 17:30,PGT,Thu 19:35,125
12625,PGT,Thu 19:45,ED,Thu 22:40,175
12625,TVC,Fri 12:15,QLN,Fri 13:17,62
12625,QLN,Fri 13:20,KYJ,Fri 13:53,33
12625,KYJ,Fri 13:55,KTYM,Fri 15:02,67
12625,KTYM,Fri 15:07,ERN,Fri 16:07,60
12625,ERN,Fri 16:12,TCR,Fri 17:27,75
12625,TCR,Fri 17:30,PGT,Fri 19:35,125
12625,PGT,Fri 19:45,ED,Fri 22:40,175
12625,TVC,Sat 12:15,QLN,Sat 13:17,62
12625,QLN,Sat 13:20,KYJ,Sat 13:53,33
12625,KYJ,Sat 13:55,KTYM,Sat 15:02,67
12625,KTYM,Sat 15:07,ERN,Sat 16:07,60
12625,ERN,Sat 16:12,TCR,Sat 17:27,75
12625,TCR,Sat 17:30,PGT,Sat 19:35,125
12625,PGT,Sat 19:45,ED,Sat 22:40,175
12626,ED,Tue 11:10,PGT,Tue 14:00,170
12626,PGT,Tue 14:10,TCR,Tue 15:40,90
12626,TCR,Tue 15:43,ERN,Tue 17:08,85
12626,ERN,Tue 17:13,KTYM,Tue 18:22,69
12626,KTYM,Tue 18:25,KYJ,Tue 19:40,75
12626,KYJ,Tue 19:42,QLN,Tue 20:25,43
12626,QLN,Tue 20:28,TVC,Tue 21:50,82
12626,ED,Wed 11:10,PGT,Wed 14:00,170
12626,PGT,Wed 14:10,TCR,Wed 15:40,90
12626,TCR,Wed 15:43,ERN,Wed 17:08,85
12626,ERN,Wed 17:13,KTYM,Wed 18:22,69
12626,KTYM,Wed 18:25,KYJ,Wed 19:40,75
12626,KYJ,Wed 19:42,QLN,Wed 20:25,43
12626,QLN,Wed 20:28,TVC,Wed 21:50,82
12626,ED,Thu 11:10,PGT,Thu 14:00,170
12626,PGT,Thu 14:10,TCR,Thu 15:40,90
12626,TCR,Thu 15:43,ERN,Thu 17:08,85
12626,ERN,Thu 17:13,KTYM,Thu 18:22,69
12626,KTYM,Thu 18:25,KYJ,Thu 19:40,75
12626,KYJ,Thu 19:42,QLN,Thu 20:25,43
12626,QLN,Thu 20:28,TVC,Thu 21:50,82
12626,ED,Fri 11:10,PGT,Fri 14:00,170
12626,PGT,Fri 14:10,TCR,Fri 15:40,90
12626,TCR,Fri 15:43,ERN,Fri 17:08,85
12626,ERN,Fri 17:13,KTYM,Fri 18:22,69
12626,KTYM,Fri 18:25,KYJ,Fri 19:40,75
12626,KYJ,Fri 19:42,QLN,Fri 20:25,43
12626,QLN,Fri 20:28,TVC,Fri 21:50,82
12626,ED,Sat 11:10,PGT,Sat 14:00,170
12626,PGT,Sat 14:10,TCR,Sat 15:40,90
12626,TCR,Sat 15:43,ERN,Sat 17:08,85
12626,ERN,Sat 17:13,KTYM,Sat 18:22,69
12626,KTYM,Sat 18:25,KYJ,Sat 19:40,75
12626,KYJ,Sat 19:42,QLN,Sat 20:25,43
12626,QLN,Sat 20:28,TVC,Sat 21:50,82
12626,ED,Sun 11:10,PGT,Sun 14:00,170
12626,PGT,Sun 14:10,TCR,Sun 15:40,90
12626,TCR,Sun 15:43,ERN,Sun 17:08,85
12626,ERN,Sun 17:13,KTYM,Sun 18:22,69
12626,KTYM,Sun 18:25,KYJ,Sun 19:40,75
12626,KYJ,Sun 19:42,QLN,Sun 20:25,43
12626,QLN,Sun 20:28,TVC,Sun 21:50,82
12626,ED,Mon 11:10,PGT,Mon 14:00,170
12626,PGT,Mon 14:10,TCR,Mon 15:40,90
12626,TCR,Mon 15:43,ERN,Mon 17:08,85
12626,ERN,Mon 17:13,KTYM,Mon 18:22,69
12626,KTYM,Mon 18:25,KYJ,Mon 19:40,75
12626,KYJ,Mon 19:42,QLN,Mon 20:25,43
12626,QLN,Mon 20:28,TVC,Mon 21:50,82
12633,MDU,Mon 1:05,TEN,Mon 3:40,155
12633,TEN,Mon 3:45,NCJ,Mon 5:05,80
12633,NCJ,Mon 5:12,CAPE,Mon 5:35,23
12633,MDU,Tue 1:05,TEN,Tue 3:40,155
12633,TEN,Tue 3:45,NCJ,Tue 5:05,80
12633,NCJ,Tue 5:12,CAPE,Tue 5:35,23
12633,MDU,Wed 1:05,TEN,Wed 3:40,155
12633,TEN,Wed 3:45,NCJ,Wed 5:05,80
12633,NCJ,Wed 5:12,CAPE,Wed 5:35,23
12633,MDU,Thu 1:05,TEN,Thu 3:40,155
12633,TEN,Thu 3:45,NCJ,Thu 5:05,80
12633,NCJ,Thu 5:12,CAPE,Thu 5:35,23
12633,MDU,Fri 1:05,TEN,Fri 3:40,155
12633,TEN,Fri 3:45,NCJ,Fri 5:05,80
12633,NCJ,Fri 5:12,CAPE,Fri 5:35,23
12633,MDU,Sat 1:05,TEN,Sat 3:40,155
12633,TEN,Sat 3:45,NCJ,Sat 5:05,80
12633,NCJ,Sat 5:12,CAPE,Sat 5:35,23
12633,MDU,Sun 1:05,TEN,Sun 3:40,155
12633,TEN,Sun 3:45,NCJ,Sun 5:05,80
12633,NCJ,Sun 5:12,CAPE,Sun 5:35,23
12634,CAPE,Sun 17:50,NCJ,Sun 18:10,20
12634,NCJ,Sun 18:15,TEN,Sun 19:40,85
12634,TEN,Sun 19:45,MDU,Sun 22:15,150
12634,CAPE,Mon 17:50,NCJ,Mon 18:10,20
12634,NCJ,Mon 18:15,TEN,Mon 19:40,85
12634,TEN,Mon 19:45,MDU,Mon 22:15,150
12634,CAPE,Tue 17:50,NCJ,Tue 18:10,20
12634,NCJ,Tue 18:15,TEN,Tue 19:40,85
12634,TEN,Tue 19:45,MDU,Tue 22:15,150
12634,CAPE,Wed 17:50,NCJ,Wed 18:10,20
12634,NCJ,Wed 18:15,TEN,Wed 19:40,85
12634,TEN,Wed 19:45,MDU,Wed 22:15,150
12634,CAPE,Thu 17:50,NCJ,Thu 18:10,20
12634,NCJ,Thu 18:15,TEN,Thu 19:40,85
12634,TEN,Thu 19:45,MDU,Thu 22:15,150
12634,CAPE,Fri 17:50,NCJ,Fri 18:10,20
12634,NCJ,Fri 18:15,TEN,Fri 19:40,85
12634,TEN,Fri 19:45,MDU,Fri 22:15,150
12634,CAPE,Sat 17:50,NCJ,Sat 18:10,20
12634,NCJ,Sat 18:15,TEN,Sat 19:40,85
12634,TEN,Sat 19:45,MDU,Sat 22:15,150
12641,CAPE,Wed 19:10,NCJ,Wed 19:30,20
12641,NCJ,Wed 19:35,TEN,Wed 22:05,150
12641,TEN,Wed 22:10,MDU,Thu 0:45,155
12641,CAPE,Fri 19:10,NCJ,Fri 19:30,20
12641,NCJ,Fri 19:35,TEN,Fri 22:05,150
12641,TEN,Fri 22:10,MDU,Sat 0:45,155
12642,MDU,Wed 0:05,TEN,Wed 2:45,160
12642,TEN,Wed 2:50,NCJ,Wed 4:02,72
12642,NCJ,Wed 4:07,CAPE,Wed 4:40,33
12642,MDU,Mon 0:05,TEN,Mon 2:45,160
12642,TEN,Mon 2:50,NCJ,Mon 4:02,72
12642,NCJ,Mon 4:07,CAPE,Mon 4:40,33
12643,TVC,Tue 14:15,QLN,Tue 15:15,60
12643,QLN,Tue 15:18,KYJ,Tue 15:58,40
12643,KYJ,Tue 16:00,ALLP,Tue 16:39,39
12643,ALLP,Tue 16:42,ERS,Tue 17:58,76
12643,ERS,Tue 18:15,TCR,Tue 20:28,133
12643,TCR,Tue 20:31,PGT,Tue 21:50,79
12643,PGT,Tue 22:00,ED,Wed 1:05,185
12644,ED,Sat 20:47,PGT,Sun 0:00,193
12644,PGT,Sun 0:10,TCR,Sun 1:29,79
12644,TCR,Sun 1:32,ERS,Sun 3:15,103
12644,ERS,Sun 3:20,ALLP,Sun 4:17,57
12644,ALLP,Sun 4:20,KYJ,Sun 5:08,48
12644,KYJ,Sun 5:10,QLN,Sun 5:50,40
12644,QLN,Sun 5:53,TVC,Sun 7:00,67
12645,ERS,Sat 19:10,TCR,Sat 20:31,81
12645,TCR,Sat 20:34,PGT,Sat 21:50,76
12645,PGT,Sat 22:00,ED,Sun 1:05,185
12646,ED,Wed 20:47,PGT,Thu 0:00,193
12646,PGT,Thu 0:10,TCR,Thu 1:29,79
12646,TCR,Thu 1:32,ERS,Thu 3:10,98
12659,NCJ,Sun 14:45,TVC,Sun 16:11,86
12659,TVC,Sun 16:16,QLN,Sun 17:19,63
12659,QLN,Sun 17:22,KYJ,Sun 18:03,41
12659,KYJ,Sun 18:05,KTYM,Sun 19:08,63
12659,KTYM,Sun 19:13,ERN,Sun 20:40,87
12659,ERN,Sun 21:05,TCR,Sun 22:17,72
12659,TCR,Sun 22:20,PGT,Mon 0:00,100
12659,PGT,Mon 0:10,ED,Mon 3:15,185
12660,ED,Fri 8:43,PGT,Fri 11:55,192
12660,PGT,Fri 12:05,TCR,Fri 13:38,93
12660,TCR,Fri 13:41,ERN,Fri 15:10,89
12660,ERN,Fri 15:15,KTYM,Fri 16:32,77
12660,KTYM,Fri 16:35,KYJ,Fri 17:40,65
12660,KYJ,Fri 17:42,QLN,Fri 18:22,40
12660,QLN,Fri 18:25,TVC,Fri 19:45,80
12660,TVC,Fri 19:50,NCJ,Fri 21:40,110
12665,MDU,Wed 5:10,TEN,Wed 7:55,165
12665,TEN,Wed 8:00,NCJ,Wed 9:25,85
12665,NCJ,Wed 9:30,CAPE,Wed 9:55,25
12666,CAPE,Sat 5:50,NCJ,Sat 6:10,20
12666,NCJ,Sat 6:15,TEN,Sat 7:55,100
12666,TEN,Sat 8:00,MDU,Sat 10:48,168
12667,MDU,Fri 2:50,TEN,Fri 5:30,160
12667,TEN,Fri 5:35,NCJ,Fri 7:10,95
12668,NCJ,Fri 16:30,TEN,Fri 18:00,90
12668,TEN,Fri 18:05,MDU,Fri 21:00,175
12677,ED,Sun 11:35,PGT,Sun 14:18,163
12677,PGT,Sun 14:23,TCR,Sun 15:30,67
12677,TCR,Sun 15:32,ERS,Sun 16:55,83
12677,ED,Mon 11:35,PGT,Mon 14:18,163
12677,PGT,Mon 14:23,TCR,Mon 15:30,67
12677,TCR,Mon 15:32,ERS,Mon 16:55,83
12677,ED,Tue 11:35,PGT,Tue 14:18,163
12677,PGT,Tue 14:23,TCR,Tue 15:30,67
12677,TCR,Tue 15:32,ERS,Tue 16:55,83
12677,ED,Wed 11:35,PGT,Wed 14:18,163
12677,PGT,Wed 14:23,TCR,Wed 15:30,67
12677,TCR,Wed 15:32,ERS,Wed 16:55,83
12677,ED,Thu 11:35,PGT,Thu 14:18,163
12677,PGT,Thu 14:23,TCR,Thu 15:30,67
12677,TCR,Thu 15:32,ERS,Thu 16:55,83
12677,ED,Fri 11:35,PGT,Fri 14:18,163
12677,PGT,Fri 14:23,TCR,Fri 15:30,67
12677,TCR,Fri 15:32,ERS,Fri 16:55,83
12677,ED,Sat 11:35,PGT,Sat 14:18,163
12677,PGT,Sat 14:23,TCR,Sat 15:30,67
12677,TCR,Sat 15:32,ERS,Sat 16:55,83
12678,ERS,Sun 9:10,TCR,Sun 10:24,74
12678,TCR,Sun 10:26,PGT,Sun 11:48,82
12678,PGT,Sun 11:53,ED,Sun 14:36,163
12678,ERS,Mon 9:10,TCR,Mon 10:24,74
12678,TCR,Mon 10:26,PGT,Mon 11:48,82
12678,PGT,Mon 11:53,ED,Mon 14:36,163
12678,ERS,Tue 9:10,TCR,Tue 10:24,74
12678,TCR,Tue 10:26,PGT,Tue 11:48,82
12678,PGT,Tue 11:53,ED,Tue 14:36,163
12678,ERS,Wed 9:10,TCR,Wed 10:24,74
12678,TCR,Wed 10:26,PGT,Wed 11:48,82
12678,PGT,Wed 11:53,ED,Wed 14:36,163
12678,ERS,Thu 9:10,TCR,Thu 10:24,74
12678,TCR,Thu 10:26,PGT,Thu 11:48,82
12678,PGT,Thu 11:53,ED,Thu 14:36,163
12678,ERS,Fri 9:10,TCR,Fri 10:24,74
12678,TCR,Fri 10:26,PGT,Fri 11:48,82
12678,PGT,Fri 11:53,ED,Fri 14:36,163
12678,ERS,Sat 9:10,TCR,Sat 10:24,74
12678,TCR,Sat 10:26,PGT,Sat 11:48,82
12678,PGT,Sat 11:53,ED,Sat 14:36,163
12683,ERS,Sun 16:50,TCR,Sun 18:11,81
12683,TCR,Sun 18:13,PGT,Sun 19:50,97
12683,PGT,Sun 20:00,ED,Sun 23:00,180
12683,ERS,Mon 16:50,TCR,Mon 18:11,81
12683,TCR,Mon 18:13,PGT,Mon 19:50,97
12683,PGT,Mon 20:00,ED,Mon 23:00,180
12683,ERS,Wed 16:50,TCR,Wed 18:11,81
12683,TCR,Wed 18:13,PGT,Wed 19:50,97
12683,PGT,Wed 20:00,ED,Wed 23:00,180
12684,ED,Mon 23:55,PGT,Tue 3:02,187
12684,PGT,Tue 3:12,TCR,Tue 4:29,77
12684,TCR,Tue 4:32,ERS,Tue 6:00,88
12684,ED,Tue 23:55,PGT,Wed 3:02,187
12684,PGT,Wed 3:12,TCR,Wed 4:29,77
12684,TCR,Wed 4:32,ERS,Wed 6:00,88
12684,ED,Thu 23:55,PGT,Fri 3:02,187
12684,PGT,Fri 3:12,TCR,Fri 4:29,77
12684,TCR,Fri 4:32,ERS,Fri 6:00,88
12689,MDU,Sat 5:50,TEN,Sat 8:35,165
12689,TEN,Sat 8:40,NCJ,Sat 10:40,120
12690,NCJ,Sun 19:35,TEN,Sun 22:05,150
12690,TEN,Sun 22:10,MDU,Mon 0:45,155
12695,ED,Sun 21:28,PGT,Mon 0:42,194
12695,PGT,Mon 0:52,TCR,Mon 2:04,72
12695,TCR,Mon 2:07,ERN,Mon 3:26,79
12695,ERN,Mon 3:31,KTYM,Mon 4:34,63
12695,KTYM,Mon 4:37,KYJ,Mon 5:52,75
12695,KYJ,Mon 5:54,QLN,Mon 6:31,37
12695,QLN,Mon 6:34,TVC,Mon 7:45,71
12695,ED,Mon 21:28,PGT,Tue 0:42,194
12695,PGT,Tue 0:52,TCR,Tue 2:04,72
12695,TCR,Tue 2:07,ERN,Tue 3:26,79
12695,ERN,Tue 3:31,KTYM,Tue 4:34,63
12695,KTYM,Tue 4:37,KYJ,Tue 5:52,75
12695,KYJ,Tue 5:54,QLN,Tue 6:31,37
12695,QLN,Tue 6:34,TVC,Tue 7:45,71
12695,ED,Tue 21:28,PGT,Wed 0:42,194
12695,PGT,Wed 0:52,TCR,Wed 2:04,72
12695,TCR,Wed 2:07,ERN,Wed 3:26,79
12695,ERN,Wed 3:31,KTYM,Wed 4:34,63
12695,KTYM,Wed 4:37,KYJ,Wed 5:52,75
12695,KYJ,Wed 5:54,QLN,Wed 6:31,37
12695,QLN,Wed 6:34,TVC,Wed 7:45,71
12695,ED,Wed 21:28,PGT,Thu 0:42,194
12695,PGT,Thu 0:52,TCR,Thu 2:04,72
12695,TCR,Thu 2:07,ERN,Thu 3:26,79
12695,ERN,Thu 3:31,KTYM,Thu 4:34,63
12695,KTYM,Thu 4:37,KYJ,Thu 5:52,75
12695,KYJ,Thu 5:54,QLN,Thu 6:31,37
12695,QLN,Thu 6:34,TVC,Thu 7:45,71
12695,ED,Thu 21:28,PGT,Fri 0:42,194
12695,PGT,Fri 0:52,TCR,Fri 2:04,72
12695,TCR,Fri 2:07,ERN,Fri 3:26,79
12695,ERN,Fri 3:31,KTYM,Fri 4:34,63
12695,KTYM,Fri 4:37,KYJ,Fri 5:52,75
12695,KYJ,Fri 5:54,QLN,Fri 6:31,37
12695,QLN,Fri 6:34,TVC,Fri 7:45,71
12695,ED,Fri 21:28,PGT,Sat 0:42,194
12695,PGT,Sat 0:52,TCR,Sat 2:04,72
12695,TCR,Sat 2:07,ERN,Sat 3:26,79
12695,ERN,Sat 3:31,KTYM,Sat 4:34,63
12695,KTYM,Sat 4:37,KYJ,Sat 5:52,75
12695,KYJ,Sat 5:54,QLN,Sat 6:31,37
12695,QLN,Sat 6:34,TVC,Sat 7:45,71
12695,ED,Sat 21:28,PGT,Sun 0:42,194
12695,PGT,Sun 0:52,TCR,Sun 2:04,72
12695,TCR,Sun 2:07,ERN,Sun 3:26,79
12695,ERN,Sun 3:31,KTYM,Sun 4:34,63
12695,KTYM,Sun 4:37,KYJ,Sun 5:52,75
12695,KYJ,Sun 5:54,QLN,Sun 6:31,37
12695,QLN,Sun 6:34,TVC,Sun 7:45,71
12696,TVC,Sun 17:15,QLN,Sun 18:20,65
12696,QLN,Sun 18:23,KYJ,Sun 19:06,43
12696,KYJ,Sun 19:08,KTYM,Sun 20:23,75
12696,KTYM,Sun 20:29,ERN,Sun 21:55,86
12696,ERN,Sun 22:00,TCR,Sun 23:13,73
12696,TCR,Sun 23:16,PGT,Mon 0:50,94
12696,PGT,Mon 1:00,ED,Mon 4:00,180
12696,TVC,Mon 17:15,QLN,Mon 18:20,65
12696,QLN,Mon 18:23,KYJ,Mon 19:06,43
12696,KYJ,Mon 19:08,KTYM,Mon 20:23,75
12696,KTYM,Mon 20:29,ERN,Mon 21:55,86
12696,ERN,Mon 22:00,TCR,Mon 23:13,73
12696,TCR,Mon 23:16,PGT,Tue 0:50,94
12696,PGT,Tue 1:00,ED,Tue 4:00,180
12696,TVC,Tue 17:15,QLN,Tue 18:20,65
12696,QLN,Tue 18:23,KYJ,Tue 19:06,43
12696,KYJ,Tue 19:08,KTYM,Tue 20:23,75
12696,KTYM,Tue 20:29,ERN,Tue 21:55,86
12696,ERN,Tue 22:00,TCR,Tue 23:13,73
12696,TCR,Tue 23:16,PGT,Wed 0:50,94
12696,PGT,Wed 1:00,ED,Wed 4:00,180
12696,TVC,Wed 17:15,QLN,Wed 18:20,65
12696,QLN,Wed 18:23,KYJ,Wed 19:06,43
12696,KYJ,Wed 19:08,KTYM,Wed 20:23,75
12696,KTYM,Wed 20:29,ERN,Wed 21:55,86
12696,ERN,Wed 22:00,TCR,Wed 23:13,73
12696,TCR,Wed 23:16,PGT,Thu 0:50,94
12696,PGT,Thu 1:00,ED,Thu 4:00,180
12696,TVC,Thu 17:15,QLN,Thu 18:20,65
12696,QLN,Thu 18:23,KYJ,Thu 19:06,43
12696,KYJ,Thu 19:08,KTYM,Thu 20:23,75
12696,KTYM,Thu 20:29,ERN,Thu 21:55,86
12696,ERN,Thu 22:00,TCR,Thu 23:13,73
12696,TCR,Thu 23:16,PGT,Fri 0:50,94
12696,PGT,Fri 1:00,ED,Fri 4:00,180
12696,TVC,Fri 17:15,QLN,Fri 18:20,65
12696,QLN,Fri 18:23,KYJ,Fri 19:06,43
12696,KYJ,Fri 19:08,KTYM,Fri 20:23,75
12696,KTYM,Fri 20:29,ERN,Fri 21:55,86
12696,ERN,Fri 22:00,TCR,Fri 23:13,73
12696,TCR,Fri 23:16,PGT,Sat 0:50,94
12696,PGT,Sat 1:00,ED,Sat 4:00,180
12696,TVC,Sat 17:15,QLN,Sat 18:20,65
12696,QLN,Sat 18:23,KYJ,Sat 19:06,43
12696,KYJ,Sat 19:08,KTYM,Sat 20:23,75
12696,KTYM,Sat 20:29,ERN,Sat 21:55,86
12696,ERN,Sat 22:00,TCR,Sat 23:13,73
12696,TCR,Sat 23:16,PGT,Sun 0:50,94
12696,PGT,Sun 1:00,ED,Sun 4:00,180
12697,ED,Sun 21:11,PGT,Sun 23:40,149
12697,PGT,Sun 23:50,TCR,Mon 1:00,70
12697,TCR,Mon 1:03,ERS,Mon 2:30,87
12697,ERS,Mon 2:35,ALLP,Mon 3:32,57
12697,ALLP,Mon 3:35,QLN,Mon 5:20,105
12697,QLN,Mon 5:23,TVC,Mon 6:40,77
12698,TVC,Sat 19:15,QLN,Sat 20:18,63
12698,QLN,Sat 20:20,ALLP,Sat 21:40,80
12698,ALLP,Sat 21:42,ERS,Sat 22:43,61
12698,ERS,Sat 22:48,TCR,Sat 23:56,68
12698,TCR,Sat 23:58,PGT,Sun 1:30,92
12698,PGT,Sun 1:40,ED,Sun 4:15,155
12777,ED,Wed 21:11,PGT,Wed 23:40,149
12777,PGT,Wed 23:50,TCR,Thu 1:00,70
12777,TCR,Thu 1:03,ERN,Thu 2:15,72
12777,ERN,Thu 2:20,KTYM,Thu 3:24,64
12777,KTYM,Thu 3:27,QLN,Thu 5:20,113
12777,QLN,Thu 5:23,KCVL,Thu 6:35,72
12778,KCVL,Thu 12:50,QLN,Thu 13:47,57
